source,destination,max_stretch,min_stretch,avg_stretch,geodesic_dist_km,max_ISL_dist_km,min_ISL_dist_km,avg_ISL_dist_km,mid_hop_cnt
G-14,G-73,2.3492950250207003,1.16264961923879,1.7614602757589295,2107.8708576058643,4952.010519159574,2450.71525,3712.930782102637,4.0
G-49,G-96,1.8413994933434334,1.1905704412802212,1.6663995931571605,3935.585022731874,7246.984266868477,4685.591197209716,6558.2572807158085,6.0
G-16,G-69,2.1095450905774373,1.3430321296106231,1.8207763748377102,3890.9605584324263,8208.156743671569,5225.685045022441,7084.569060219105,6.5
G-34,G-78,1.838080924211103,1.6989496658592722,1.7931851100130618,6392.215878645139,11749.410069976944,10860.053031124493,11462.426333575524,8.0
G-22,G-73,1.6928886272957226,1.2946497237072125,1.582424195435108,7273.314894948314,12312.912068398584,9416.395119180388,11509.469470784772,9.0
G-34,G-79,1.6347522270336359,1.5769469545168782,1.6158487114042777,7377.579050797079,12060.513783407223,11634.050815861974,11921.051602513655,8.0
G-26,G-45,1.8398658539368153,1.3627714493835532,1.5685420436045545,3271.205765024289,6018.579788269447,4457.905821633985,5131.0237757221985,5.0
G-64,G-97,2.1974278180350924,1.3289172929427886,1.9059398081038932,3751.734569053243,8244.165907921495,4985.744947346116,7150.58026459808,7.0
G-50,G-70,1.6726176358921587,1.3808487319867906,1.625844007049125,7619.491374000127,12744.495648680788,10521.365002172364,12388.104387180607,8.0
G-34,G-71,1.974287034116136,1.2454393130063255,1.7899835862312792,4673.374759833783,9226.583193905448,5820.404650308488,8365.264112410017,7.0
G-78,G-96,2.0459935293321876,1.2684175869111822,1.8268282942096952,3688.364627861476,7546.370162422302,4678.386560920614,6738.008861539558,7.0
G-72,G-73,1.7137696762071217,1.6016843932077443,1.6715405486490629,7472.873541080845,12806.784068834886,11969.184923164281,12491.21113884334,9.0
G-7,G-73,1.432726137309583,1.167170651445989,1.35248289586519,7504.063489640187,10751.267897638056,8758.522671695398,10149.117519224805,8.0
G-49,G-65,1.5762452266161255,1.403656724180491,1.4906665041111016,7720.8779078170965,12169.996947482598,10837.46219188407,11509.254079514347,9.0
G-1,G-55,1.9491486779593645,1.498733619806018,1.764629928185123,3063.089372085164,5970.4166000711775,4590.755022414541,5405.219178687256,6.0
G-7,G-39,1.539760728208232,1.3638039135533537,1.4679740900534735,7392.440168501778,11382.589057088082,10081.83883251174,10851.910629631146,8.0
G-52,G-95,1.9786623397175964,1.675906286751601,1.9014059003285688,7035.422920799247,13920.726377371444,11790.70950292377,13377.19465291454,10.0
G-0,G-55,2.0628966520361236,1.365922613568644,1.9099779914167487,2797.4119625518924,5770.7717719141,3821.0482591170708,5342.995281400048,6.0
G-38,G-53,1.6318356265347984,1.3644101504158292,1.5236289765789288,4465.207964168649,7286.485435817318,6092.375070029304,6803.32024065836,6.0
G-4,G-99,1.9293093550235498,1.530632971544681,1.8094545186341295,3142.255937454701,6062.383776009649,4809.640542900205,5685.769204732332,6.0
G-41,G-44,1.8567545537380208,1.1714814978943966,1.6696189501205536,3225.1988470766146,5988.4026460201185,3778.260776380593,5384.853112986077,6.0
G-0,G-39,1.4550559184325986,1.2854190178444271,1.3856701365118638,7667.849507190542,11157.149807088083,9856.39958251174,10625.110073381145,8.0
G-14,G-41,1.723198380013636,1.6220203861401663,1.7077657323678606,6668.76998001736,11491.61362624948,10816.880858067707,11388.696848917149,8.5
G-58,G-86,1.793414644136123,1.6781153692769804,1.7270195279136862,4609.022826343513,8265.88903192212,7734.472042235476,7959.872425695177,7.0
G-40,G-78,2.018652370848378,1.6266143056025948,1.9794782568781588,7834.133119326178,15814.39139486959,12743.113003891041,15507.496171195235,12.0
G-13,G-51,1.8946102348364284,1.5907389557634848,1.7591000407969808,3274.4383459174633,6203.7844035160915,5208.776635096658,5760.064627890608,6.0
G-19,G-39,1.94458555832919,1.732737848773879,1.8647750910300567,6059.252021127255,11782.733974561015,10499.095312266818,11299.142239271632,11.0
G-8,G-99,2.0021882408583442,1.54442962330673,1.9180655022197095,6962.765213404501,13940.766634136033,10753.500855711518,13355.039755886628,13.0
G-63,G-72,1.9524644681667778,1.5640693739792755,1.7845077723099572,7230.127016387672,14116.566099829606,11308.420236312111,12902.217855532,11.5
G-54,G-88,1.5383417517347289,1.3337464018540248,1.4618005628431494,5477.719277082815,8426.60426821867,7305.888376175634,8007.333122336428,7.0
G-11,G-67,1.9278343277541767,1.8046324201798456,1.8925371477122472,5251.703463268728,10124.41421567495,9477.394330985522,9939.04389300513,10.0
G-1,G-25,1.9559156576280186,1.627562543982835,1.7923571751375063,3746.232647579857,7327.315092518708,6097.227938246623,6714.586965624133,6.5
G-1,G-43,1.9831494968334988,1.670207408136584,1.8986304580965334,3986.7409310612315,7906.303271439596,6658.684237379812,7569.3477602529865,8.0
G-1,G-54,1.6062749487059058,1.4275784456342688,1.5308866878390615,7279.107781936338,11692.248479054551,10391.497372940987,11143.489202712057,8.0
G-21,G-56,1.4051772751705989,1.146505878046433,1.3260500352911624,7489.97370627209,10524.740843678846,8587.298880654178,9932.079897531983,7.5
G-38,G-39,2.0805764426589337,1.191400568500297,1.7629410785578512,2168.968664546475,4512.7051083208025,2584.1105,3823.7639568337445,4.5
G-11,G-55,1.8574666766643828,1.7335909888715226,1.7922765750790624,4153.200901923882,7714.432276816071,7199.9516585483225,7443.684688115409,8.0
G-16,G-98,1.7882816553590597,1.4897354233521152,1.6869967248138977,4797.228988534841,8578.796596753553,7146.60195815199,8092.909591840564,8.0
G-33,G-39,1.5095571680067972,1.335528936577729,1.4385078992547153,7474.363290915311,11282.978682088082,9982.22845751174,10751.930635881145,8.0
G-22,G-96,1.8873848836577884,1.4428794902851325,1.7072705247276607,2414.4272899635494,4556.953569768043,3483.72761747312,4122.080546252852,5.0
G-33,G-87,1.8772340465321071,1.1778587978661124,1.5602958666538738,2117.2874282707344,3974.6440466442295,2493.865625,3303.594822849037,4.0
G-15,G-33,1.893984231714311,1.365787028384932,1.670846345914797,2909.551362349805,5510.644401653422,3973.827509117071,4861.413262033591,5.0
G-6,G-91,1.7922655165675965,1.556250805846972,1.6828807420925516,7437.999750715223,13330.870465445272,11575.393105940142,12517.266540167848,10.0
G-21,G-74,1.4605952081664624,1.3896527639341305,1.4474475133652964,7831.013255558666,11437.940436157036,10882.389214991914,11334.980663889066,9.0
G-79,G-85,1.224709324935955,1.1421572101742399,1.1778512169540234,7281.333022722675,8917.516450892566,8316.427011582495,8576.326961861421,7.0
G-81,G-91,1.8971948269756291,1.6099713325164213,1.7524801763397824,7862.225148610876,14916.17288046225,12657.95709905317,13778.393714860658,11.0
G-49,G-93,1.8638259014833876,1.4817656818250728,1.7626755544371404,6465.771460473619,12051.072321102803,9580.75825665379,11397.057293954176,9.0
G-21,G-88,1.4691323462771133,1.2011170339184312,1.387427164136704,7228.848031010296,10620.134468678847,8682.692505654179,10029.500123639811,7.5
G-58,G-91,1.985217518772832,1.4361072821468976,1.7992473447355883,3631.560322677566,7209.437173059823,5215.31022495299,6534.075267824727,6.0
G-18,G-66,1.8334994315866966,1.5752250662093767,1.7577609651461625,6204.973372230853,11376.815150995857,9774.229591099765,10906.859983478744,11.0
G-44,G-65,1.779706357902044,1.5489345017453344,1.7259809873087724,5712.891017732041,10167.268466259193,8848.894002076175,9860.341279172566,9.0
G-0,G-40,1.9449480614814831,1.4163763685016824,1.7298069060087073,2429.7522371695172,4725.741903563149,3441.4436500409993,4203.002199745937,5.0
G-17,G-35,2.523733167749919,1.5381167370792184,2.078623039456119,2209.4825666665097,5576.144437061492,3398.4421160745082,4592.6813683496475,5.0
G-22,G-72,2.1757034803088886,1.3269667277339032,1.7811934909799405,2668.248697176929,5805.317976777503,3540.67724247312,4752.667211727252,5.0
G-43,G-49,2.0184037174760583,1.5189735543775449,1.8915355682680748,6809.518034371202,13744.356514795094,10343.477812266818,12880.445564776035,10.5
G-91,G-99,2.1387988878104185,1.512312149123605,1.9601239600733487,6445.883092158385,13786.447588464334,9748.187312101554,12634.729892771335,10.0
G-21,G-53,1.380569943185859,1.204899032704591,1.2954733723609106,6060.306748548763,8366.677343532843,7302.057739219509,7850.966021084051,6.0
G-52,G-86,1.9571058805257333,1.6743557552472428,1.8783156282940405,7132.631366122237,13959.314790260123,11942.56237792377,13397.332965847669,10.0
G-1,G-45,1.9110846978815463,1.6170608364869616,1.7803589312051107,3767.6969927629234,7200.388069123542,6092.595250746623,6707.852991140107,6.0
G-13,G-19,2.2768285316127437,1.3750461130600047,2.1074088112595897,2552.612542974654,5811.8610679972535,3509.9599553655125,5379.398164796534,6.0
G-4,G-86,1.7850033041880404,1.6557316566357816,1.7160763071339997,4691.212972701579,8373.830656922119,7767.3898269224555,8050.479434172839,7.0
G-38,G-51,1.9395227584654964,1.5828799398390716,1.8644339670614267,4345.335983338204,8427.878032863493,6878.145159886928,8101.592005630012,8.0
G-71,G-82,1.9455469132964596,1.753641272634728,1.9006345497050283,6252.409894944027,12164.356771772593,10964.48404520361,11883.546265248204,11.0
G-38,G-86,1.8431886225426424,1.5400479508146356,1.7650098356506716,4341.141598123929,8001.542802508609,6685.5662223869285,7662.157618641008,7.0
G-28,G-46,2.143438730956148,1.611431524194074,1.9049889901939876,3175.23986824953,6805.932113682139,5116.681620575131,6048.796990240363,6.0
G-9,G-54,1.5169412982976078,1.3458484153262809,1.4466622455280458,5774.1991184377375,8759.121107351843,7771.196733327837,8353.3158628052,7.0
G-67,G-79,1.4484551105574481,1.283203068264171,1.3578733426122904,7674.346787413987,11115.946824419923,9847.745344532912,10420.790924591724,8.0
G-43,G-80,2.081809813711512,1.565401259628922,1.8535380761891338,4578.872757494348,9532.342242288027,7167.773182262207,8487.115002040908,8.0
G-78,G-93,1.4833250348687845,1.3114288528776894,1.408131162566883,7777.902205105102,11537.157059593523,10200.165366635834,10952.306474406172,8.0
G-1,G-51,1.9623290748548416,1.6346446146009532,1.8891159599358718,4140.7180187231515,8125.451358915775,6768.602409886929,7822.296494763948,8.0
G-36,G-42,2.0767080883960336,1.4333432523010292,1.9728912126036307,3728.5370482919393,7743.083046072142,5344.273419123648,7355.997978442246,7.0
G-19,G-82,2.1627850259452774,1.4580191722029432,1.834573126180926,2199.1966857321445,4756.389661009964,3206.4709312426376,4034.5871388303517,5.0
G-21,G-93,1.3020846854964259,1.1730490631278276,1.2420688320774762,6096.159754948162,7937.716257257647,7151.094489219509,7571.850026986178,6.0
G-49,G-80,1.790435488173559,1.4293757395451043,1.6606217737677194,2285.9870847937887,4092.912402121218,3267.534479917679,3796.15992756036,4.0
G-51,G-52,1.9766103230405399,1.7690327888177753,1.8832243815802117,7154.33102289257,14141.324554298639,12656.24616155317,13473.210616206983,11.0
G-79,G-95,1.5971345434136712,1.3850564215858994,1.5243493944350144,7874.947795697087,12577.351152087163,10907.247014083972,12004.171903578204,10.0
G-20,G-88,1.7080528726688449,1.4304710545347643,1.5817886790236189,4174.768635941425,7130.725561347546,5971.88569309379,6603.601765875022,6.0
G-33,G-41,1.8315482077183165,1.3283829343525932,1.658578611990667,3095.1482176492204,5668.913170657972,4111.54207161707,5133.546634734031,5.0
G-38,G-67,1.9205239804407217,1.5981193586269822,1.8553972409264194,4358.669729382078,8370.929738099352,6965.674472386928,8087.0637900050115,8.0
G-69,G-70,1.3218793492996688,1.1963537787537297,1.237713359356486,7360.205742944873,9729.303978195654,8805.409952977001,9109.8249756552,7.0
G-4,G-47,1.9395729811973343,1.59694557652293,1.8743648367924666,4190.856520197277,8128.472074649319,6692.56978177132,7855.1940975002135,7.0
G-20,G-74,1.8833075358155855,1.4415338272110119,1.7726538703038033,3696.923346158658,6962.443597153171,5329.240060093831,6553.365477784632,6.0
G-1,G-7,1.8435219456966327,1.4965336367105182,1.7420927348979827,5491.429499776968,10123.570796084725,8218.108960040649,9566.57943576592,9.0
G-6,G-78,1.474049785936258,1.3025503691423586,1.4015377523536674,7584.815653340826,11180.395890173026,9879.604429135832,10630.405482800215,8.0
G-44,G-45,1.9513283847380862,1.5342671947918916,1.8869416379942565,4256.898458718083,8306.606793444405,6531.21965677132,8032.518950468726,8.0
G-19,G-36,2.08749956832705,1.4449684358745332,1.9866816884948777,3679.7145786133487,7681.402594422118,5317.0714191236475,7310.4215722187855,7.0
G-54,G-94,1.3238836108582914,1.1511895641472079,1.2435359571718838,5539.274830871729,7333.355164630916,6376.755378242824,6888.287428846201,6.0
G-39,G-67,2.11047408984548,1.59637959428909,2.0018071652747014,6304.615517682579,13305.72769650683,10064.559562266815,12620.624517599055,10.5
G-4,G-19,1.9331041843147125,1.5956449368234724,1.8679511414236223,4204.584304405025,8127.899512149319,6709.02365677132,7853.958050625213,7.0
G-33,G-38,1.8406667510076322,1.4725729497855842,1.7502854570524211,5733.7857769763195,10553.988837080775,8443.417835040647,10035.76185929567,9.0
G-38,G-79,1.6742364028305123,1.3688266653157226,1.5469870507923063,3826.697904708716,6406.79693469858,5238.086132073095,5919.8521058784345,6.0
G-25,G-39,1.9211187388813122,1.8094847778865983,1.8470158366746383,6162.9603114620595,11839.77854133157,11151.782870309846,11383.085296067686,11.0
G-17,G-77,2.1972149056954047,1.8050818855823174,2.089063176519758,2669.970588144481,5866.499174039381,4819.515543697169,5577.737238083436,6.0
