source,destination,max_stretch,min_stretch,avg_stretch,geodesic_dist_km,max_ISL_dist_km,min_ISL_dist_km,avg_ISL_dist_km,mid_hop_cnt
G-57,G-69,1.5257834133569914,1.3505555452300786,1.4576506473503723,7550.3586388655185,11520.211976077677,10197.178728195655,11005.7851576698,8.0
G-6,G-73,1.505585912914425,1.3098300100587403,1.446815554891137,6060.338268758326,9124.35992493873,7938.0129355270865,8768.191675141568,7.0
G-0,G-15,1.8703957714096346,1.2978535743990032,1.730517418633553,3165.053026894238,5919.901797790247,4107.775384117071,5477.17939393933,6.0
G-17,G-61,1.93172013095006,1.5797149828665171,1.846032435346088,5134.273914758267,9917.980278950317,8110.689429284361,9478.036178595095,9.0
G-17,G-28,2.1992375711364005,1.451791723986615,2.0109205652775133,4687.409968826722,10308.728114763033,6805.142999674993,9426.009104200484,9.0
G-77,G-91,1.813651889944072,1.4219248033327643,1.7567080790073106,5978.6884216417,10843.259555297209,8501.245358130749,10502.81025216544,10.0
G-75,G-96,1.8008975299300836,1.5566281870262177,1.7331511758925116,4600.682265188944,8285.357327371912,7161.5516935447395,7973.677877820043,7.0
G-9,G-20,1.8220552205969098,1.5592081154078212,1.6866411308240326,3941.087240446085,7180.878581282658,6144.975208833751,6647.19983990215,6.0
G-21,G-33,1.3144965725808562,1.2564979056832548,1.2857572523508742,7379.578170404776,9700.430212089583,9272.424515939467,9488.346151888136,7.0
G-39,G-78,2.001534097090388,1.569912380730332,1.7802135957636251,2055.8942213685013,4114.94238408015,3227.573791598356,3659.9308443320783,4.0
G-11,G-43,1.9701171692542898,1.839368172307179,1.9342768110118964,5074.462373282141,9997.285446338017,9333.804580985521,9815.414896992039,10.0
G-11,G-19,2.161060029125855,1.8059493754103422,2.081328551584038,4676.913001995016,10107.08974831044,8446.268114801407,9734.19256432684,10.0
G-1,G-85,1.8106591351311396,1.4252100380777406,1.663124191798923,4217.443338228944,7636.352307262207,6010.742580667988,7014.132043349765,7.0
G-61,G-71,2.008968761793905,1.74318335120352,1.891141188396839,4292.275570450462,8623.047538046092,7482.223313186835,8117.299123228406,8.0
G-1,G-33,1.8394879077210822,1.4873889276708723,1.7506126781273847,5603.023479602478,10306.693937406058,8333.875085040649,9808.72393923751,9.0
G-78,G-80,2.1019116374353417,1.589886966166313,1.970194956329419,3667.6716577658312,7709.121739749772,5831.183364859489,7226.028201602599,7.0
G-13,G-65,1.8122325204961316,1.7085317092265135,1.7634785877869563,4279.390733563903,7755.251055274303,7311.47476446404,7546.61392741386,7.0
G-88,G-92,1.5971050383845447,1.4477142546801143,1.528521367623609,3697.3514256865187,5905.058590642218,5352.708363528216,5651.480657775458,5.5
G-54,G-79,1.815669658038865,1.23286578128195,1.6654974659421489,3087.7512527997005,5606.336261279909,3806.782860687222,5142.641886997596,5.0
G-10,G-45,2.069440975888463,1.3465581553495536,1.7534755196762468,2439.3575061672336,5048.106378103567,3284.7367437426374,4277.353670802743,5.0
G-35,G-71,2.04108648246417,1.5228783985535403,1.9436739308329252,7294.194536973122,14888.081869879834,11108.171295203609,14177.535767938596,11.0
G-1,G-69,1.7091743359871234,1.5203415764675543,1.6382657201942994,6775.1976150478,11579.993884880867,10300.614622940988,11099.574000274984,8.0
G-45,G-52,2.0742653523960857,1.6884638939120316,1.9560077955152202,6822.669820652131,14152.02761981713,11519.8316522544,13345.195355421998,10.0
G-41,G-91,1.8957682071503763,1.5515314258142925,1.7214844719183764,6477.096649413533,12279.073902598402,10049.418999601554,11150.22130507994,9.0
G-8,G-61,1.8354708551814574,1.5379805136957978,1.752320413026779,4266.444987296612,7830.935429417955,6561.709253217305,7476.17864229563,8.0
G-33,G-73,1.4307890306163196,1.1658116266803287,1.349968887526685,7520.434559106919,10760.155272638056,8767.410046695399,10152.352675474804,8.0
G-0,G-41,1.817500694051921,1.2683014041974172,1.6949487387479618,3347.382516936991,6083.870047790247,4245.489946617071,5673.6417751893305,6.0
G-10,G-25,2.099848999412396,1.357838347253753,1.7925157590870098,2422.5044445794547,5086.893534022251,3289.3694312426373,4342.377393366996,5.0
G-25,G-79,1.6487389518891435,1.4320981222010174,1.5744209607405044,7709.092235325416,12710.280652087162,11040.176514083973,12137.356403578206,10.0
G-45,G-82,2.001991871491004,1.3980685395012897,1.7610331335108544,2299.9230923897567,4604.427336018747,3215.450118742637,4050.2407702251076,5.0
G-51,G-80,2.0842722266660787,1.537378593798681,1.9981271701674124,4764.807583382713,9931.156111452507,7325.313182262207,9520.691492976728,10.0
G-1,G-8,1.9039701300386114,1.6438891310666726,1.8390307064703597,4433.330612995733,8440.929063729642,7287.904009128834,8153.031129234215,8.0
G-11,G-69,1.5542630889178248,1.5259625495261524,1.5401641591051096,6174.885915797342,9597.397257202349,9422.644655103242,9510.337974073997,8.0
G-38,G-42,1.9245680235146718,1.6621999962876286,1.8406578777440665,3989.072492227312,7677.241362022664,6630.63628177132,7342.517707710358,7.0
G-11,G-51,1.9498364423850576,1.8106363513445378,1.908549295386165,5224.350999007163,10186.62996567495,9459.399830985521,9970.93141800513,10.0
G-2,G-4,1.6527308618428225,1.536373891406931,1.6011174813097564,5036.301847169341,8323.651492372785,7737.6426672354755,8063.71092865545,7.0
G-58,G-65,1.6763104285291481,1.5472214780393478,1.6611383956689316,5826.1696887114485,9766.469007567423,9014.374877076176,9678.074169601094,8.0
G-11,G-17,2.028317991967548,1.5110914754629265,1.9303096999625446,5726.393517396728,11614.947000422117,8653.10442928436,11053.71295243354,9.0
G-36,G-45,2.0700657195672463,1.4140227060795598,1.962356721777507,3770.9222392243773,7806.056858572142,5332.1696691236475,7399.894603442246,7.0
G-44,G-52,2.2859496417637684,1.8679339931950203,2.1407999384381164,2640.019562140818,6034.951772325143,4931.382282822667,5651.753716106486,6.0
G-14,G-15,1.6597459702527064,1.4906609202399366,1.591102333398364,6936.406486364872,11512.672713778831,10339.830076122924,11036.532545854696,8.0
G-38,G-81,1.897241425144308,1.6879721028154255,1.8250080374724336,4247.253654432073,8058.065576284077,7169.245682262207,7751.272056522699,7.5
G-39,G-55,2.0212107718379255,1.7595278650324246,1.9674444897151324,5170.274047627058,10450.213598417882,9097.24125665379,10172.22718532101,10.0
G-25,G-82,2.1168074326916866,1.4092314577070866,1.7874580886930955,2284.99214137749,4836.888348509963,3220.082806242637,4084.3276857053515,5.0
G-15,G-44,1.825583175160452,1.4459135429561003,1.718166025199673,3450.9727031802913,6300.037704863925,4989.808167900205,5929.344052495852,6.0
G-38,G-45,1.8865116397303956,1.6287482097865575,1.8022894667206948,4063.5701037170493,7665.972299522665,6618.53253177132,7323.729595210359,7.0
G-78,G-82,1.9520472202611445,1.8484460308360893,1.884255522160678,6157.272755070053,12019.287165924177,11381.386384884432,11601.87519019024,11.0
G-25,G-52,2.080220479502712,1.6944737520198656,1.9632506344485248,6801.905319285981,14149.46274481713,11525.650027254398,13353.844933546998,10.0
G-39,G-43,2.040149523956825,1.6224590313308704,1.9815120635883383,6115.427991194312,12476.387505027318,9922.031374766815,12117.794338557329,12.0
G-20,G-37,1.7641432195125302,1.3156832497877808,1.5951777074902134,2805.8953756399937,4950.001301596859,3691.669546386533,4475.9017527707965,5.0
G-80,G-95,1.7154071381872704,1.5483311079766564,1.6443264000285738,4749.375524126527,8147.1126760185525,7353.605867468039,7809.523557970793,7.0
G-39,G-47,1.9479956759356716,1.838118953160594,1.8757575484467224,6052.296378142991,11789.847174103674,11124.840682809849,11352.640616738474,11.0
G-7,G-80,2.014886683112088,1.5607009612737655,1.8676387678844621,5962.694518227377,12014.15378024179,9305.983066379278,11136.159443293614,9.0
G-38,G-40,2.1155142241558016,1.4059177264265408,1.9407672010933406,3786.981773731933,8011.413808948672,5324.184805343948,7349.650017597218,8.0
G-75,G-98,1.789553126673718,1.4479205470227066,1.6305124241595501,3968.999999211259,7102.736358356492,5746.796649991087,6471.503810203202,6.0
G-10,G-11,2.3436809326940256,1.679069616598903,2.0786584455844346,2367.223620415758,5548.016862591332,3974.7332567353537,4920.649371164177,5.0
G-7,G-38,1.8377960561332243,1.4794546226429597,1.747161423839077,5628.865923014106,10344.707593818024,8327.651710040649,9834.537400652584,9.0
G-29,G-59,1.796463982008033,1.4384504589009066,1.674241112598936,3641.0582910594617,6541.030076280044,5237.481969659434,6096.009484260974,6.0
G-8,G-35,1.8837120299262045,1.583515211871267,1.770239637585436,7280.832826499189,13714.99238315813,11529.30953585314,12888.818864102068,10.0
G-21,G-24,1.470793097998499,1.1741605535761035,1.3520984570470929,2489.709872132998,3661.848095951939,2923.319121707571,3366.3328766059412,4.0
G-52,G-77,1.9565401656098056,1.5910324346813465,1.8932598836157823,5194.742752608889,10163.722845489732,8265.0042092266,9834.998059218233,10.0
G-44,G-99,2.0424787080078173,1.508975138539237,1.9101748508218634,3062.2651095321885,6254.611284494721,4620.881917900206,5849.4617987776455,6.0
G-38,G-85,1.7993493299649004,1.470086835319137,1.6805114264091368,4325.713958106082,7783.470512137996,6359.175143167988,7269.411733974765,7.0
G-14,G-81,1.245943161605563,1.138582308818001,1.1855164060001366,7591.014370076987,9457.972444046982,8642.994667752879,8999.272073909062,7.0
G-38,G-54,1.7055339982143711,1.638228063124433,1.6865265974785608,6871.799086929858,11720.086971657347,11257.57410836135,11589.471932636096,9.0
G-42,G-79,1.6565009447224397,1.4382172541813558,1.5816202719862427,7651.071565921017,12674.007277087161,11003.903139083972,12101.089891078205,10.0
G-22,G-30,1.7655378065697542,1.3914591603291788,1.7387811862858238,7432.421791092449,13122.221666546606,10341.91138464579,12923.355178892334,11.0
G-46,G-96,1.8660826329236138,1.6602372615369603,1.7859607961266348,7845.555993059777,14640.455784278627,13025.484397152451,14011.855427421133,14.0
G-20,G-62,2.215422061026771,1.1729980542356646,1.7827341041961982,2208.3522352370155,4892.432260461865,2590.392875,3936.9048438349323,5.0
G-11,G-78,1.780704746126523,1.4965200060497517,1.6386606400249908,3701.1979376051113,6590.740733847121,5538.91675997613,6065.007381295168,6.0
G-63,G-96,1.992920334558804,1.4785091618504256,1.893280017181016,7466.975236727671,14881.086786921614,11039.991298812112,14137.075004481987,14.0
G-1,G-99,2.128762083688438,1.4135575405391552,1.870932227337978,2559.693599020106,5448.978679453998,3618.274188364679,4789.013246517451,5.0
G-9,G-73,1.428345850212106,1.1890121997235585,1.3456761760495992,6894.131336876684,9847.20388584505,8197.206266042864,9277.268294591928,7.0
G-15,G-38,2.0115564218915583,1.328186756397051,1.8343564875162566,3084.463211693092,6204.571781569501,4096.743188364679,5658.005102874452,6.0
G-57,G-92,1.7873209473660525,1.3238418611217229,1.6506508321321836,3185.9667323420713,5694.345078326358,4217.716128415622,5258.918637885894,5.0
G-35,G-78,1.8568287376125558,1.7344236187486097,1.8242895471407232,7403.754478426307,13747.504081769626,12841.246634798381,13506.59190458943,12.0
G-49,G-67,1.9843059190722914,1.4982874177922707,1.8601034662510711,6998.661188263841,13887.484821453456,10486.005999766816,13018.233935406412,10.5
G-11,G-33,1.8477296078721024,1.6836880797337925,1.7839404040918891,6691.522084128816,12364.123476574849,11266.435968323112,11937.27661075056,11.0
G-73,G-85,1.4713689769370222,1.2942526407888448,1.4197696980554406,6418.7954296648395,9444.416464513988,8307.542935527086,9113.21124905489,7.0
G-4,G-16,1.8353867376456696,1.5489838946146839,1.72246761757585,7629.909661388094,14003.835001946269,11818.607182855132,13142.27231677011,10.0
G-23,G-39,1.9223804558990292,1.5866632763890813,1.839627557002406,5698.767472410136,10955.199211674355,9042.02506915379,10483.609683194636,10.0
G-33,G-58,1.6055038890459614,1.4792195917113435,1.552042889201735,6423.6329364615385,10313.167661292728,9501.963689576176,9969.753821877192,8.0
G-4,G-52,2.136982523289629,1.742264166760435,2.022946600305827,2770.0120767542967,5919.467397325143,4826.092782822667,5603.586513476188,6.0
G-52,G-85,1.7278630547223592,1.6902537787818486,1.7139738806183642,7065.631951757654,12208.444407707884,11942.711105940143,12110.308615375172,11.0
G-28,G-95,1.8154464984520617,1.5827498977904162,1.7383762675625745,4281.390656941494,7772.635676649808,6776.3706246749925,7442.667910191233,7.0
G-10,G-91,2.0402861705313295,1.390711797056795,1.885396586835455,5237.6555558805,10686.316196669568,7284.069370483077,9875.057908076853,9.0
G-0,G-21,1.3653342839493743,1.2885626509403338,1.3127301775299145,7486.416418153964,10221.460999627081,9646.71658581971,9827.64475366612,7.0
G-9,G-21,1.4283447611755105,1.1706530798002475,1.3493941296547332,7518.449771776971,10738.938343678848,8801.496380654178,10145.35198613981,7.5
G-69,G-88,1.3662137245200132,1.2394819975367692,1.2939241846238312,5871.049322940385,8021.108162335086,7277.059942435045,7596.692708071934,6.0
G-7,G-41,1.8348021847283773,1.373671238846174,1.6305001757605073,2971.860519585516,5452.776174043515,4082.3593216170707,4845.619099519898,5.0
G-15,G-61,1.8208269697767683,1.4417079480856099,1.6985748646164929,3504.343355121879,6380.802892363925,5052.239667900206,5952.389539995852,6.0
G-11,G-45,2.113777645988229,1.7661462953563023,2.037100495786701,4790.863807289765,10126.82082082316,8461.366364801406,9759.471037076542,10.0
G-2,G-58,1.6574581771387256,1.5351015300034065,1.6025302017886378,4970.160535387223,8237.833221069739,7629.701042235476,7964.83236569601,7.0
G-15,G-78,2.037799446589259,1.7264215891650287,1.977728499172001,7202.391514734564,14677.029442845273,12434.364204656766,14244.374960885145,14.0
G-11,G-40,2.1222170663695126,1.6491107368499711,1.9620727039361352,4658.207399959644,9885.727242883111,7681.899837747437,9139.741588734134,8.0
G-23,G-91,1.7665558774449215,1.5499321607945968,1.669680825520454,7520.001778635765,13284.503340445273,11655.492605940142,12556.002777667847,10.0
G-40,G-91,1.9028054574297166,1.5943464470522533,1.7840789590203003,7440.887099616673,14158.560581268983,11863.35191019079,13275.130110871696,11.0
G-80,G-87,1.9782700422343897,1.5818976588403617,1.8805356389875565,4038.989400447654,7990.2117318078335,6389.267876649181,7595.463513034797,7.0
G-14,G-40,1.429414879918212,1.3014981252257458,1.3718604587941192,7484.761752486789,10698.82982164733,9741.403388622924,10268.048691731203,8.0
G-22,G-59,1.7785851848685874,1.5249516290681968,1.708251683345043,6642.130468370824,11813.594847008599,10128.927678225593,11346.43055359186,11.0
G-44,G-91,2.2699217969760768,1.5503027750413472,2.0324358590566445,3437.1411173606875,7802.0415415797315,5328.60941245299,6985.768859561883,7.0
G-13,G-71,1.8014151366163362,1.699946868478907,1.7743390033973694,5893.6128222022035,10616.843347271175,10018.828661129768,10457.267101356216,10.0
G-41,G-52,1.897686551606996,1.745006180270757,1.8350440916019433,5633.827488666063,10691.238659315404,9831.063786301558,10338.321846181274,10.0
G-85,G-91,1.7205964347183775,1.5166827907717575,1.6327946259648047,7898.489999905929,13590.113733496899,11979.503855940142,12896.612025083152,10.0
G-13,G-78,1.7899492544358422,1.641413527083474,1.717823441642525,5819.108045690434,10415.908107865203,9551.562661756556,9996.20021033765,9.0
G-55,G-71,1.7664230006237385,1.7460414057353248,1.7580505183917798,7818.936100319626,13811.548568011867,13652.18617995676,13746.08466443912,12.0
G-14,G-42,1.4593339152813696,1.2955810240393837,1.3897995144795678,7943.375508879085,11592.037281922658,10291.286576122924,11039.699425569042,8.0
G-39,G-81,2.0959931295682894,1.652962051377561,2.017568206593882,6076.660715771331,12736.639110974233,10044.489562266815,12260.077462398258,12.0
G-21,G-65,1.3509553223928938,1.230106484487813,1.299073252560425,7150.699808807172,9660.275965541898,8796.122203439467,9289.282858710341,7.0
G-38,G-65,1.9533976192807063,1.5301380681826935,1.866040478202184,5199.419051111895,10156.532796084724,7955.829022540647,9702.326412510385,9.0
G-52,G-65,1.9617860225722608,1.7250191164340039,1.902987309478479,7980.713546317233,15656.452285318246,13766.883430181038,15187.19659922468,12.0
G-42,G-61,1.9996840312727004,1.5691251616902024,1.9201919180841218,4211.007393224047,8420.684239801407,6607.59765677132,8085.9423634612995,8.0
G-1,G-81,1.8865242900403982,1.731193670573638,1.8142215409544953,4106.179654701191,7746.407657863492,7108.592228456948,7449.519580587992,7.5
G-38,G-95,1.8522516060102587,1.5930081718228666,1.7751174781003034,4256.242037746967,7883.631149985195,6780.228347386928,7555.329632229893,7.0
G-7,G-55,1.8787479689433875,1.3464654295906753,1.6433559227168584,2435.306408215392,4575.3269681894835,3279.055889122662,4002.0752095710836,4.0
G-14,G-23,1.2679006423756782,1.1533062148432711,1.2175273700837805,7169.953867262059,9090.789114105542,8269.152355252878,8729.615075629607,7.0
G-32,G-98,1.9287358433426618,1.5632574685924874,1.84282532301529,4060.2965760786105,7831.239540884301,6347.2889472553925,7482.417349349941,7.0
G-13,G-95,2.07091211669419,1.2929470293371568,1.9142530513440745,2903.823490193788,6013.563250583528,3754.4899553655127,5558.652976668059,6.0
G-8,G-93,1.5120612642476507,1.3392260286931612,1.4364994539458855,7735.643074563801,11696.766247093525,10359.774554135834,11112.247052531171,8.0
G-15,G-39,1.9701842559185152,1.832417894340972,1.9246715835513346,5146.685425208038,10139.918594910167,9430.878469695084,9905.67918737573,10.0
G-58,G-99,1.9453489360425105,1.5623730522579122,1.8254053753652912,3063.5210879905053,5959.617489066123,4786.362792900206,5592.167861562793,6.0
G-19,G-91,1.888199320105916,1.5312681585466852,1.800253380478668,7537.233820109192,14231.799774609492,11541.526152254399,13568.930664109716,10.5
G-41,G-49,1.9040883734198797,1.4286580256530785,1.8064763028125173,5562.180923465529,10590.884027228563,7946.45441644348,10047.948030196321,9.5
G-23,G-73,1.4910451832610334,1.298170854155903,1.4325488697615314,6172.247597360412,9203.100049938728,8012.631935527086,8842.046319486986,7.0
G-78,G-87,1.6567996218926486,1.4256534788057613,1.5685593418591726,7588.66238413963,12572.892968713506,10818.802927431087,11903.267274857517,10.0
G-14,G-47,1.4714941319627686,1.306690477865622,1.4015360450068108,7892.72976333997,11614.105531922656,10313.354826122924,11061.945256819043,8.0
G-19,G-49,1.8325381438758253,1.622494217747119,1.7603964301050004,6730.712276392769,12334.286981943036,10920.541749766817,11848.721863425731,11.0
G-14,G-67,1.303862905711647,1.2251371313830788,1.2743492899448092,7924.041165390481,10331.86333888474,9708.037062327923,10097.996232608799,8.0
G-40,G-52,1.991369929824553,1.6879707029488957,1.918710162048562,6596.820189788249,13136.709358403821,11135.23921298434,12657.385935353837,12.0
G-36,G-46,1.9907025822536983,1.6100595769826775,1.857131977983389,3128.579636825353,6228.071561814569,5037.199606623648,5810.185289216021,6.0
G-19,G-52,2.0490938324012284,1.7160534087436723,1.9665976041093625,6704.1814337684555,13737.496827233768,11504.733402254398,13184.427145163516,10.0
G-4,G-77,1.879006615454712,1.4118405685184683,1.6632428053182133,2476.0892623814393,4652.588104471102,3495.843271903086,4118.337650981611,5.0
G-8,G-40,2.0350172218126708,1.589229886889811,1.8575303665744842,7770.9768892277725,15814.071799886771,12349.868722690788,14434.825549689109,11.0
G-73,G-81,1.4193271348285592,1.26724451376556,1.375465877236174,6608.547004588882,9379.690085402995,8374.644935527087,9089.830902923339,7.0
G-42,G-58,1.9338535151260607,1.6109170224357179,1.8676199975208738,4168.662360161565,8061.582358572143,6715.3691567713195,7785.477186750301,7.0
G-61,G-86,1.8364259478945486,1.6477703596106141,1.7854078214538105,4637.213345510185,8515.898913617792,7641.062701922456,8279.316976823875,8.0
G-8,G-77,1.76553475271786,1.466196421166163,1.7187185556907045,6708.207240795336,11843.573012057752,9835.549448895063,11529.520260173686,11.0
G-30,G-46,2.116868810184872,1.283472271178314,1.8146030628656977,2887.6872432682653,6112.855058843325,3706.2665045701647,5240.0061162327975,6.0
G-14,G-54,1.7753616431334842,1.2697601205516247,1.5908692882044453,2739.6956536012626,4863.950577263203,3478.7562833915017,4358.497674341454,4.5
G-49,G-54,1.7122682435153376,1.286665613840753,1.5917542136266392,4301.419477134418,7365.183972735613,5534.488531933727,6846.802577304406,7.0
G-14,G-87,1.3233277134758343,1.1872510731953192,1.2607957071351616,7173.806880016058,9493.29745544886,8517.10991719503,9044.704918140933,7.0
G-55,G-79,1.5118810977123671,1.312011118115739,1.3992775927495564,6576.338310369326,9942.641583609071,8628.22897969503,9202.122840040276,7.0
G-82,G-86,1.7840871606861202,1.3454845875309411,1.611841926834505,2687.8455370336765,4795.350712529272,3616.454743742637,4332.382129445887,5.0
G-66,G-98,1.8639219496751347,1.436824074135994,1.8007059774480416,5752.702940102293,10722.589280017346,8265.622075691886,10358.926570725122,10.0
G-49,G-55,2.029187263214334,1.623363563261319,1.8668711595897602,5863.558792111148,11898.258818060369,9518.68769415379,10946.508801551274,9.0
G-38,G-43,1.9659904854993853,1.687028407786119,1.9002869850126622,4174.893893238968,8207.801672077298,7043.164597386928,7933.4965291308545,8.0
G-39,G-41,2.0305444222421314,1.5424146977228905,1.9279563379148468,4878.719056588904,9906.455768042993,7525.00797894348,9405.95732605652,9.0
G-1,G-19,1.9819751557310623,1.667855332763115,1.8152834460935239,3647.568193560273,7229.389538471291,6083.616063246623,6621.370160267222,7.0
G-0,G-6,1.9716458104693748,1.2364557628192299,1.706282949353926,2095.640279189535,4131.860376714917,2591.1665,3575.7552763604044,4.0
G-0,G-4,1.7365757329304656,1.5385929111353027,1.6740831276763213,6731.323440136948,11689.452936647845,10356.76652755361,11268.794998065398,9.0
G-39,G-86,1.8436397780425455,1.624099225549654,1.8104957496228316,6421.251868855087,11838.475370251273,10428.750187266816,11625.649215819798,11.0
G-4,G-82,2.1710182791370505,1.6105488564615615,1.9155435103843377,2005.4276894146312,4353.820171206745,3229.839271903086,3841.483996003254,4.0
G-43,G-44,1.77214591851972,1.639668810928496,1.7426332862903051,4631.117743802295,8207.016407863492,7593.499324250168,8070.339933079537,8.0
G-55,G-80,2.0893981974481886,1.5478682384738391,1.8605912373823539,3628.258045189468,7580.875819495763,5616.065389135957,6750.705125841552,7.0
G-8,G-11,1.7404336057402632,1.4305453151626353,1.6448983650668572,3571.249871281886,6215.5232904745835,5108.834772637466,5874.343074516798,6.0
G-0,G-87,1.9071379371909278,1.434981532369031,1.7107175006055535,2363.6386369175766,4507.784914275763,3391.777793170632,4043.5179812823544,4.5
G-68,G-79,1.2145445855296215,1.1236060972629616,1.1913207870347025,7223.792022270342,8773.617487640518,8116.696761582497,8605.853597346108,7.0
G-31,G-73,1.496353622918156,1.2508221338573868,1.4083099534182315,6813.54596989175,10195.474196966921,8522.534109195398,9595.58460747123,7.0
G-13,G-49,1.6491287503961778,1.2920987649309308,1.5092262712230582,4452.079603505307,7342.052473193018,5752.526557063396,6719.195499186546,6.0
G-33,G-61,1.6512762299298658,1.4753501961544948,1.6074401806233694,6370.632775238365,10519.674471363245,9398.914314576175,10240.411098914314,9.0
G-4,G-91,2.0485349838670186,1.4619539648364657,1.8481007650565469,3518.43759186246,7207.642495483077,5143.79378745299,6502.427205324727,6.0
G-10,G-95,1.9550026249833827,1.312976505560145,1.6959252153756124,2681.2642715497336,5241.8786891538875,3520.4369937426372,4547.223687206916,5.0
G-69,G-79,1.822722725363523,1.329982993335738,1.6414419630592474,2583.899198664975,4709.731789455246,3436.5419907182586,4241.320573003853,5.0
G-13,G-47,2.283535790671435,1.3770158955481813,2.117097498823309,2539.2725796919945,5798.519817997253,3496.6187053655126,5375.8876272965335,6.0
G-13,G-33,1.7530591389846144,1.518320912190526,1.6352563746433824,4887.052234810611,8567.291582929924,7420.113607080393,7991.583320189238,7.0
G-57,G-83,2.085464469768816,1.1726302204439991,1.8203352113056108,2015.0474197273552,4202.30979874073,2362.9055,3668.061770580221,4.0
G-1,G-40,1.9810092141855264,1.4584196545914283,1.8609710329484355,3575.542909701676,7083.183449834747,5214.642055343948,6653.981782018982,7.0
G-3,G-66,1.7584059166409218,1.5211644054353854,1.6884139299429488,6560.1696670279125,11535.441156670187,9979.096591099766,11076.281848599123,11.0
G-39,G-68,1.3328367497771922,1.2159807633506015,1.291823859310052,6208.530591950548,8274.957735067635,7549.453768485589,8020.327949938079,7.0
G-52,G-81,1.9205494116013204,1.7971328680390852,1.885607978328946,7022.944476456305,13487.9118819669,12621.16434905317,13242.520136167212,13.0
G-10,G-47,2.204589419013254,1.406337002966184,1.8428710282783833,2319.804738737351,5114.216981197169,3262.4272437426375,4275.100944281969,5.0
G-49,G-69,1.6109759168150497,1.3555942480087644,1.5356701763226357,3803.633496628199,6127.561959459046,5156.18368956265,5841.126522433709,6.0
G-10,G-52,2.0797681176124825,1.6233014595368445,1.9651984543571448,4419.220709720578,9190.954336769664,7173.727428104863,8684.645708205964,9.0
G-13,G-42,2.2402072479078936,1.3563287120108778,2.07439744930228,2602.819922341362,5830.856055028181,3530.2793928655124,5399.2830078980805,6.0
G-53,G-73,1.5158683888380646,1.3396518125504002,1.4506106476293243,6254.6385986484465,9481.20893529759,8379.037935527087,9073.045348272793,7.0
G-43,G-61,1.7469401610618636,1.6316715176327958,1.7215126111374088,4694.838385953939,8201.601726117793,7660.434074250168,8082.223488671703,8.0
G-71,G-77,1.9158399441253402,1.5829732115619373,1.815435158922495,6772.775096190642,12975.553061859377,10721.121545203609,12295.534033099177,11.0
G-14,G-68,1.2625490298994435,1.2097276135362816,1.2235581963543394,7396.780826945435,9338.798457438763,8948.090017631625,9050.391807445716,7.0
G-8,G-13,1.8037393159490944,1.4443305747232602,1.7100133422364345,5704.80588516937,10289.982664937768,8239.625562811314,9755.294178508555,9.0
G-14,G-80,1.6536438711152652,1.2680370974773174,1.5427314429529104,3579.4857911722297,5919.194740316134,4538.920773099333,5522.185279644574,5.0
G-38,G-78,1.982691522466954,1.6770628320912684,1.9224711110807557,4193.992764933005,8315.393900320409,7033.589384128834,8062.829930665404,8.0
G-11,G-13,2.214332454395971,1.4337229917559977,1.902634310411025,2181.8956564007026,4831.442364073675,3128.2339681942312,4151.349537604761,5.0
G-55,G-91,1.9171368683251249,1.666200760115366,1.8193890613087735,6876.074861109488,13182.37662559656,11456.921160190788,12510.255387042847,10.0
G-2,G-52,1.9531867665444482,1.7532595030518288,1.8659705716307617,7247.732267775725,14156.174752876728,12707.15547405317,13524.055122728185,11.0
G-64,G-69,1.2905228468034724,1.2116962173701225,1.2533403385249142,6298.380749672567,8128.20425531963,7631.724129935044,7894.014660953418,6.0
G-10,G-71,1.7792409124538864,1.668012327739787,1.7469092715445218,6096.920788295438,10847.890906525843,10169.73903612977,10650.767452945835,10.0
G-78,G-99,1.9744720270949063,1.7103274837113291,1.9472269569885037,7054.4606629809505,13928.835245297274,12065.437954656763,13736.635969971498,13.0
G-7,G-58,1.568876923549159,1.4896909324047245,1.5527097611406375,6300.768407997599,9885.130155935007,9386.197564576176,9783.264609784426,8.0
G-44,G-51,1.7593377018562448,1.6201800955265757,1.7205805934511142,4764.34354153782,8382.089217222789,7719.094574250168,8197.437038104124,8.0
G-17,G-82,1.9720476509161928,1.5875574772040406,1.7984221371226286,3189.0990508348464,6289.055291737919,5062.878043697169,5735.346330498151,6.0
G-17,G-44,1.9070068472423978,1.6026354402914171,1.8247486269673796,5159.138642148648,9838.512716450317,8268.218429284361,9414.131153595095,9.0
G-44,G-78,1.848301450742544,1.6850655283388103,1.7781663616200485,4301.425401079848,7950.3308090767105,7248.183666080592,7648.6499552182095,8.0
G-0,G-38,1.9526161645886642,1.5678100772155885,1.8208855163870135,5962.538536862475,11642.549129060511,9348.12800387928,10857.100062672294,9.0
G-45,G-61,1.9807646994682349,1.546380624051742,1.8983202216614508,4265.116753396824,8448.192704238994,6595.49390677132,8096.557380720226,8.0
G-0,G-44,1.7901836953101253,1.555231276110438,1.70645962507867,6535.2751283223715,11699.342979088497,10163.864277553608,11152.18314526295,9.0
G-41,G-80,1.9070687432952407,1.452582370177559,1.784692760817433,3284.323067927439,6263.42986572795,4770.7497864388715,5861.507603515802,6.0
G-17,G-52,1.9624357020185628,1.5189542095329573,1.8101647031197585,7781.328629753743,15270.357112167929,11819.481877923768,14085.486428955463,11.0
